,period,stateid,sectorid,price,revenue,sales,GDP
552,2021,NC,IND,6.14,1660.48217,27049.36702,23315.08056
553,2021,NC,COM,8.5,4053.56681,47714.832,23315.08056
554,2021,NC,ALL,9.29,12612.20301,135693.07701,23315.08056
555,2021,NY,TRA,12.67,311.08248,2455.256,23315.08056
556,2021,NY,RES,19.48,10161.75545,52156.88199,23315.08056
558,2021,NY,IND,6.34,1071.63549,16891.15199,23315.08056
559,2021,NY,COM,16.07,11238.34702,69920.48818,23315.08056
560,2021,NY,ALL,16.11,22782.82043,141423.77816,23315.08056
562,2021,NM,RES,13.52,958.08569,7088.358,23315.08056
564,2021,NM,IND,6.16,594.1679,9649.559,23315.08056
565,2021,NM,COM,10.8,935.01069,8655.82599,23315.08056
566,2021,NM,ALL,9.79,2487.26429,25393.74299,23315.08056
567,2021,NJ,TRA,9.24,23.05253,249.43,23315.08056
568,2021,NJ,RES,16.35,4921.08008,30090.371,23315.08056
570,2021,NJ,IND,10.7,705.55271,6593.424,23315.08056
571,2021,NJ,COM,12.69,4585.34216,36137.241,23315.08056
573,2021,FL,IND,7.65,1308.51576,17112.564,23315.08056
574,2021,FL,COM,9.51,8931.6514,93965.07,23315.08056
575,2021,MD,TRA,7.58,31.97176,421.987,23315.08056
576,2021,MD,RES,13.12,3669.20433,27964.54501,23315.08056
578,2021,MD,IND,8.46,294.4091,3480.39201,23315.08056
579,2021,MD,COM,10.26,2814.08109,27437.04999,23315.08056
580,2021,MD,ALL,11.48,6809.66628,59303.974,23315.08056
582,2021,WV,IND,6.07,884.5164,14570.97901,23315.08056
583,2021,WV,COM,9.5,679.55949,7156.30401,23315.08056
584,2021,WV,ALL,8.87,2907.28319,32777.98802,23315.08056
585,2021,WA,TRA,9.89,10.2479,103.574,23315.08056
586,2021,WA,RES,10.11,3843.7464,38021.233,23315.08056
588,2021,WA,IND,5.81,1245.30494,21436.48001,23315.08056
589,2021,WA,COM,9.14,2618.51253,28637.381,23315.08056
590,2021,WA,ALL,8.75,7717.81177,88198.668,23315.08056
591,2021,VA,TRA,8.49,14.8227,174.608,23315.08056
592,2021,VA,RES,11.96,5579.58538,46634.411,23315.08056
594,2021,VA,IND,6.49,1279.92392,19712.19899,23315.08056
595,2021,MTN,ALL,9.7,28206.61612,290706.5,23315.08056
596,2021,WSC,TRA,6.81,12.9143,189.639,23315.08056
597,2021,IA,RES,12.73,1864.64511,14651.755,23315.08056
599,2021,IA,IND,6.63,1731.61369,26106.41701,23315.08056
600,2021,IA,COM,10.17,1234.38481,12135.097,23315.08056
601,2021,IA,ALL,9.13,4830.64361,52893.26902,23315.08056
602,2021,IN,TRA,10.05,1.7752,17.656,23315.08056
603,2021,IN,RES,13.37,4476.49172,33471.97,23315.08056
605,2021,IN,IND,7.39,3199.9515,43329.49098,23315.08056
606,2021,IN,COM,11.58,2653.82668,22920.92901,23315.08056
607,2021,IN,ALL,10.36,10332.0451,99740.04599,23315.08056
608,2021,IL,TRA,6.42,29.17823,454.531,23315.08056
609,2021,IL,RES,13.18,6167.78035,46813.06799,23315.08056
611,2021,IL,IND,7.3,3027.9189,41498.024,23315.08056
612,2021,IL,COM,9.65,4529.42798,46923.21,23315.08056
613,2021,IL,ALL,10.14,13754.30546,135688.833,23315.08056
615,2021,ID,RES,10.16,944.6388,9300.843,23315.08056
617,2021,ID,IND,6.39,599.7094,9384.477,23315.08056
618,2021,ID,COM,7.89,520.8699,6600.296,23315.08056
619,2021,NH,ALL,17.37,1887.9577,10867.26799,23315.08056
620,2021,NV,TRA,7.72,0.4113,5.327,23315.08056
621,2021,NV,RES,11.49,1651.79419,14373.357,23315.08056
623,2021,NV,IND,6.02,743.87889,12359.54301,23315.08056
624,2021,NV,COM,7.77,954.73175,12293.815,23315.08056
625,2021,NV,ALL,8.58,3350.81613,39032.042,23315.08056
627,2021,ME,RES,17.02,861.57633,5062.266,23315.08056
629,2021,ME,IND,9.55,245.67094,2573.512,23315.08056
630,2021,ME,COM,12.9,509.42777,3948.896,23315.08056
631,2021,ME,ALL,13.96,1616.67503,11584.674,23315.08056
632,2021,LA,TRA,10.77,1.0213,9.484,23315.08056
633,2021,LA,RES,11.02,3351.64809,30408.22401,23315.08056
634,2021,NJ,ALL,14.01,10235.02747,73070.46599,23315.08056
636,2021,NH,RES,19.85,959.2496,4831.911,23315.08056
638,2021,NH,IND,13.81,266.33233,1928.665,23315.08056
639,2021,NH,COM,16.13,662.37578,4106.69199,23315.08056
640,2021,WSC,RES,11.78,26868.09518,228147.242,23315.08056
642,2021,WSC,IND,6.12,12812.74544,209479.52299,23315.08056
643,2021,WSC,COM,8.94,18036.72797,201819.09899,23315.08056
644,2021,WSC,ALL,9.03,57730.48289,639635.50299,23315.08056
646,2021,ESC,RES,11.74,14020.56078,119429.90199,23315.08056
648,2021,ESC,IND,5.97,5927.97355,99238.972,23315.08056
649,2021,ESC,COM,11.07,9863.91631,89069.77901,23315.08056
650,2021,MN,ALL,11.08,7379.00705,66589.16797,23315.08056
651,2021,MI,TRA,12.3,0.3975,3.231,23315.08056
652,2021,ID,ALL,8.17,2065.2181,25285.616,23315.08056
654,2021,HI,RES,33.49,946.2096,2825.08201,23315.08056
656,2021,HI,IND,27.12,902.2076,3326.862,23315.08056
657,2021,HI,COM,30.88,859.80369,2784.538,23315.08056
658,2021,HI,ALL,30.31,2708.22089,8936.482,23315.08056
659,2021,GA,TRA,6.61,9.4491,142.978,23315.08056
660,2021,GA,RES,12.51,7339.63351,58684.96201,23315.08056
662,2021,GA,IND,6.49,2125.60494,32758.98602,23315.08056
663,2021,GA,COM,10.61,4858.53841,45777.026,23315.08056
664,2021,GA,ALL,10.43,14333.22596,137363.95204,23315.08056
665,2021,FL,TRA,8.31,5.9854,71.984,23315.08056
666,2021,FL,RES,11.9,15518.17377,130412.464,23315.08056
668,2021,NE,RES,10.75,1127.99645,10492.369,23315.08056
670,2021,NE,IND,7.26,914.41063,12588.38001,23315.08056
671,2021,NE,COM,8.81,815.53017,9260.421,23315.08056
672,2021,NE,ALL,8.84,2857.93725,32341.17002,23315.08056
674,2021,MT,RES,11.22,623.92321,5559.44601,23315.08056
676,2021,MT,IND,6.24,280.44385,4495.98299,23315.08056
677,2021,MT,COM,10.54,517.06482,4906.13199,23315.08056
678,2021,MT,ALL,9.5,1421.43187,14961.561,23315.08056
679,2021,ESC,ALL,9.69,29812.45064,307738.653,23315.08056
680,2021,SAT,TRA,8.19,89.88973,1097.864,23315.08056
681,2021,SAT,RES,12.1,45362.27576,374745.996,23315.08056
683,2021,SAT,IND,6.51,9388.97253,144329.01704,23315.08056
684,2021,SAT,COM,9.41,29479.79225,313128.555,23315.08056
685,2021,SAT,ALL,10.12,84320.93027,833301.43204,23315.08056
686,2021,WNC,TRA,9.36,4.059,43.36,23315.08056
687,2021,WNC,RES,12.19,13136.80021,107760.36303,23315.08056
689,2021,WNC,IND,7.35,7254.64305,98746.63399,23315.08056
690,2021,WNC,COM,9.97,9911.6972,99432.57504,23315.08056
691,2021,WNC,ALL,9.9,30307.19946,305982.93206,23315.08056
692,2021,ENC,TRA,6.67,34.23556,513.271,23315.08056
693,2021,ENC,RES,14.07,27043.49253,192188.37798,23315.08056
695,2021,ENC,IND,7.22,13334.19524,184733.51897,23315.08056
696,2021,ENC,COM,10.66,18653.57933,174951.47199,23315.08056
697,2021,ENC,ALL,10.69,59065.50265,552386.63994,23315.08056
698,2021,MAT,TRA,11.63,361.99402,3111.787,23315.08056
699,2021,MAT,RES,16.48,22780.44854,138192.42897,23315.08056
701,2021,MAT,IND,6.87,5045.30591,73484.34099,23315.08056
702,2021,MAT,COM,13.37,19118.87219,143045.84118,23315.08056
703,2021,MAT,ALL,13.22,47306.62066,357834.39814,23315.08056
704,2021,NEW,TRA,8.83,42.23368,478.11,23315.08056
705,2021,NEW,RES,21.51,10454.23489,48597.59602,23315.08056
707,2021,NEW,IND,12.8,2004.21568,15662.08001,23315.08056
708,2021,NEW,COM,16.34,8015.12554,49060.84997,23315.08056
709,2021,NEW,ALL,18.03,20515.80979,113798.63599,23315.08056
711,2021,WY,RES,11.17,323.70201,2897.498,23315.08056
713,2021,WY,IND,6.83,644.77202,9443.917,23315.08056
714,2021,WY,COM,9.68,333.21442,3443.297,23315.08056
715,2021,WY,ALL,8.25,1301.68844,15784.712,23315.08056
716,2021,WI,TRA,15.12,0.1571,1.039,23315.08056
717,2021,WI,RES,14.52,3320.22051,22864.04701,23315.08056
719,2021,WI,IND,7.63,1777.0797,23295.516,23315.08056
720,2021,WI,COM,10.95,2547.81947,23266.01301,23315.08056
721,2021,WI,ALL,11.01,7645.27678,69426.61502,23315.08056
723,2021,WV,RES,12.15,1343.20729,11050.705,23315.08056
724,2021,MI,RES,17.54,6289.78298,35868.09999,23315.08056
726,2021,MI,IND,7.69,2082.72658,27081.08199,23315.08056
727,2021,MI,COM,12.31,4537.1081,36860.868,23315.08056
728,2021,MI,ALL,12.93,12910.01516,99813.28097,23315.08056
729,2021,MA,TRA,6.51,20.50805,314.82,23315.08056
730,2021,MA,RES,22.89,4647.88519,20305.269,23315.08056
732,2021,MA,IND,15.18,963.1906,6345.83401,23315.08056
733,2021,MA,COM,16.99,4048.41246,23832.46498,23315.08056
734,2021,MA,ALL,19.06,9679.99629,50798.38799,23315.08056
735,2021,US,TRA,10.2,646.22757,6334.38299,23315.08056
736,2021,US,RES,13.66,200833.8739,1470486.88203,23315.08056
738,2021,US,IND,7.18,71834.92557,1000613.49,23315.08056
739,2021,US,COM,11.22,149008.22336,1328439.49815,23315.08056
740,2021,US,ALL,11.1,422323.2504,3805874.25317,23315.08056
742,2021,PACN,RES,28.85,1416.0952,4908.99301,23315.08056
745,2020,ESC,IND,5.55,5235.80758,94301.58699,21060.473613
746,2020,ESC,COM,10.73,9232.191,86034.46401,21060.473613
747,2020,ESC,ALL,9.32,27657.07977,296681.93199,21060.473613
748,2020,SAT,TRA,8.13,98.9791,1216.993,21060.473613
749,2020,SAT,RES,11.79,43946.17938,372703.18099,21060.473613
751,2020,SAT,IND,6.25,8474.00363,135626.83297,21060.473613
752,2020,SAT,COM,9.05,27287.79528,301366.299,21060.473613
753,2020,SAT,ALL,9.84,79806.95739,810913.30596,21060.473613
754,2020,WNC,TRA,8.62,3.5228,40.873,21060.473613
755,2020,WNC,RES,11.96,12762.35433,106677.48798,21060.473613
757,2020,WNC,IND,7.11,6575.45002,92537.40302,21060.473613
758,2020,WNC,COM,9.65,9300.01564,96335.19504,21060.473613
759,2020,WNC,ALL,9.69,28641.3428,295590.95903,21060.473613
760,2020,ENC,TRA,6.75,34.29777,507.937,21060.473613
761,2020,ENC,RES,13.56,25799.38903,190311.30879,21060.473613
763,2020,ENC,IND,6.78,12010.64187,177266.94902,21060.473613
764,2020,ENC,COM,10.27,17311.1857,168614.29208,21060.473613
765,2020,ENC,ALL,10.28,55155.51437,536700.48688,21060.473613
766,2020,MAT,TRA,11.42,370.85028,3246.019,21060.473613
767,2020,MAT,RES,15.93,21865.55021,137241.09398,21060.473613
769,2020,MAT,IND,6.38,4589.34559,71953.13698,21060.473613
770,2020,MAT,COM,12.47,17411.98973,139685.44001,21060.473613
771,2020,MAT,ALL,12.56,44237.7358,352125.68998,21060.473613
772,2020,NEW,TRA,8.75,40.831,466.5,21060.473613
773,2020,NEW,RES,21.25,10268.58799,48327.676,21060.473613
775,2020,NEW,IND,12.89,2007.91441,15583.34802,21060.473613
776,2020,NEW,COM,15.84,7517.8034,47468.75803,21060.473613
777,2020,NEW,ALL,17.73,19835.13681,111846.28204,21060.473613
779,2020,WY,RES,11.11,319.9399,2879.528,21060.473613
781,2020,WY,IND,6.88,628.10381,9131.466,21060.473613
782,2020,WY,COM,9.65,320.504,3320.02399,21060.473613
783,2020,WY,ALL,8.27,1268.54771,15331.018,21060.473613
784,2020,WI,TRA,14.64,0.141,0.963,21060.473613
785,2020,WI,RES,14.32,3271.7577,22846.73402,21060.473613
787,2020,WI,IND,7.29,1615.65608,22164.38901,21060.473613
788,2020,WI,COM,10.75,2412.93234,22436.27501,21060.473613
789,2020,WI,ALL,10.82,7300.48712,67448.36105,21060.473613
791,2020,WV,RES,11.8,1283.97619,10877.499,21060.473613
793,2020,WV,IND,6.09,867.9427,14243.24,21060.473613
794,2020,WV,COM,9.4,654.03551,6955.844,21060.473613
795,2020,WV,ALL,8.75,2805.9544,32076.583,21060.473613
796,2020,WA,TRA,9.93,9.7075,97.748,21060.473613
797,2020,AZ,ALL,10.44,8553.10329,81960.07401,21060.473613
799,2020,AK,RES,22.57,471.52644,2089.04601,21060.473613
801,2020,AK,IND,15.88,207.20551,1304.41499,21060.473613
802,2020,AK,COM,19.58,494.10288,2524.11599,21060.473613
803,2020,AK,ALL,19.82,1172.83483,5917.57699,21060.473613
805,2020,AL,RES,12.57,3939.86698,31331.04101,21060.473613
807,2020,AL,IND,5.87,1806.5243,30756.789,21060.473613
808,2020,AL,COM,11.55,2460.39471,21307.77501,21060.473613
809,2020,AL,ALL,9.84,8206.78599,83395.60502,21060.473613
810,2020,OK,ALL,7.63,4752.12432,62299.30498,21060.473613
811,2020,IL,TRA,6.56,29.5074,449.958,21060.473613
812,2020,IL,RES,13.04,6021.96565,46170.538,21060.473613
814,2020,IL,IND,6.7,2703.05566,40362.20399,21060.473613
815,2020,IL,COM,9.15,4160.56688,45486.57701,21060.473613
816,2020,IL,ALL,9.75,12915.09559,132469.277,21060.473613
818,2020,ID,RES,9.95,892.47279,8970.75099,21060.473613
820,2020,ID,IND,6.23,571.938,9180.674,21060.473613
821,2020,ID,COM,7.75,488.95549,6309.927,21060.473613
822,2020,ID,ALL,7.99,1953.36628,24461.35199,21060.473613
824,2020,HI,RES,30.28,862.7713,2849.114,21060.473613
825,2020,PA,TRA,8.58,36.50537,425.435,21060.473613
826,2020,PA,RES,13.58,7511.99127,55307.093,21060.473613
828,2020,PA,IND,6.16,2994.34652,48607.303,21060.473613
829,2020,PA,COM,8.5,3006.39756,35381.00599,21060.473613
830,2020,PA,ALL,9.7,13549.24072,139720.83699,21060.473613
831,2020,OR,TRA,9.46,2.42251,25.606,21060.473613
832,2020,OR,RES,11.17,2191.8668,19628.011,21060.473613
834,2020,OR,IND,5.7,889.56107,15616.78201,21060.473613
835,2020,OR,COM,9.0,1417.93296,15748.914,21060.473613
836,2020,OR,ALL,8.82,4501.78333,51019.31301,21060.473613
838,2020,OK,RES,10.12,2350.1215,23232.47299,21060.473613
840,2020,OK,IND,4.61,938.9503,20367.84399,21060.473613
841,2020,OK,COM,7.82,1463.05252,18698.988,21060.473613
842,2020,IA,RES,12.46,1815.0275,14567.48298,21060.473613
844,2020,IA,IND,6.43,1572.41782,24466.64101,21060.473613
845,2020,IA,COM,9.96,1155.68807,11605.73805,21060.473613
846,2020,IA,ALL,8.97,4543.13339,50639.86205,21060.473613
847,2020,IN,TRA,10.21,1.8387,18.001,21060.473613
848,2020,IN,RES,12.83,4217.03746,32878.35501,21060.473613
850,2020,IN,IND,6.98,2949.71799,42262.90999,21060.473613
851,2020,IN,COM,11.21,2465.0666,21996.47801,21060.473613
852,2020,IN,ALL,9.92,9633.66075,97155.74401,21060.473613
853,2020,PACC,IND,10.3,8827.01691,85689.85003,21060.473613
854,2020,PACC,COM,15.07,22611.7856,150062.673,21060.473613
855,2020,PACC,ALL,14.63,56756.09843,387900.12903,21060.473613
856,2020,MTN,TRA,9.33,14.8035,158.59301,21060.473613
857,2020,MTN,RES,11.76,12766.7403,108570.641,21060.473613
859,2020,MTN,IND,6.25,5191.89444,83043.508,21060.473613
860,2020,MTN,COM,9.46,9009.57863,95288.35599,21060.473613
861,2020,MTN,ALL,9.4,26983.01687,287061.098,21060.473613
862,2020,WSC,TRA,6.65,12.2889,184.675,21060.473613
863,2020,WSC,RES,11.17,25486.54321,228068.24402,21060.473613
865,2020,WSC,IND,5.06,10038.33619,198511.65197,21060.473613
866,2020,WSC,COM,7.82,15433.29755,197375.68898,21060.473613
867,2020,WSC,ALL,8.17,50970.46585,624140.25997,21060.473613
869,2020,ESC,RES,11.34,13189.0812,116345.88099,21060.473613
872,2020,HI,IND,24.45,797.94,3263.346,21060.473613
873,2020,HI,COM,28.41,762.5265,2684.301,21060.473613
874,2020,HI,ALL,27.55,2423.2378,8796.76099,21060.473613
875,2020,GA,TRA,5.39,7.5841,140.609,21060.473613
876,2020,GA,RES,12.02,6995.85918,58220.28,21060.473613
878,2020,GA,IND,5.77,1777.389,30807.72398,21060.473613
879,2020,GA,COM,10.08,4466.25673,44301.529,21060.473613
880,2020,GA,ALL,9.93,13247.08901,133470.14198,21060.473613
881,2020,FL,TRA,7.69,5.7394,74.612,21060.473613
882,2020,FL,RES,11.27,15021.4357,133298.86899,21060.473613
884,2020,FL,IND,7.15,1185.72899,16572.954,21060.473613
885,2020,FL,COM,8.85,8181.31491,92493.736,21060.473613
886,2020,FL,ALL,10.06,24394.219,242440.17099,21060.473613
887,2020,DC,TRA,9.6,31.90575,332.282,21060.473613
888,2020,DC,RES,12.63,309.84059,2452.589,21060.473613
890,2020,DC,IND,7.99,14.88117,186.344,21060.473613
891,2020,DC,COM,11.85,807.75879,6814.56,21060.473613
892,2020,DC,ALL,11.9,1164.38631,9785.775,21060.473613
893,2020,OH,TRA,6.71,2.34197,34.899,21060.473613
894,2020,OH,RES,12.29,6457.16681,52552.76998,21060.473613
896,2020,OH,IND,6.16,2884.07828,46823.365,21060.473613
897,2020,OH,COM,9.53,4116.14223,43204.16504,21060.473613
898,2020,OH,ALL,9.44,13459.72929,142615.19902,21060.473613
900,2020,DE,RES,12.56,627.03099,4991.134,21060.473613
902,2020,DE,IND,6.7,137.78375,2055.42,21060.473613
903,2020,DE,COM,9.18,374.87629,4082.497,21060.473613
904,2020,DE,ALL,10.24,1139.69103,11129.05101,21060.473613
905,2020,CT,TRA,13.34,16.76745,125.647,21060.473613
907,2020,ND,RES,10.44,526.67331,5046.55099,21060.473613
909,2020,ND,IND,7.26,735.7906,10131.201,21060.473613
910,2020,ND,COM,9.02,598.96562,6641.70001,21060.473613
911,2020,ND,ALL,8.53,1861.42952,21819.45199,21060.473613
912,2020,NC,TRA,7.67,1.2363,16.124,21060.473613
913,2020,NC,RES,11.38,6672.91881,58641.572,21060.473613
915,2020,NC,IND,6.31,1630.15507,25828.23299,21060.473613
916,2020,NC,COM,8.69,3989.1495,45905.051,21060.473613
917,2020,NC,ALL,9.43,12293.45969,130390.97999,21060.473613
918,2020,NY,TRA,12.14,309.50888,2550.214,21060.473613
919,2020,NY,RES,18.36,9596.80544,52257.14399,21060.473613
921,2020,NY,IND,5.54,920.958,16610.45699,21060.473613
922,2020,NY,COM,14.56,10044.87577,68988.81701,21060.473613
923,2020,NY,ALL,14.87,20872.14809,140406.63199,21060.473613
925,2020,NM,RES,12.94,942.02281,7282.07899,21060.473613
927,2020,NM,IND,5.58,507.04359,9088.192,21060.473613
928,2020,NM,COM,10.28,863.82409,8406.88401,21060.473613
929,2020,NH,RES,19.04,911.96732,4790.374,21060.473613
931,2020,NH,IND,13.11,245.65159,1873.446,21060.473613
932,2020,NH,COM,15.41,621.04153,4029.709,21060.473613
933,2020,NH,ALL,16.63,1778.66044,10693.52901,21060.473613
934,2020,NV,TRA,8.84,0.35,3.96,21060.473613
935,2020,NV,RES,11.34,1624.3951,14321.60701,21060.473613
937,2020,NV,IND,5.61,669.29249,11924.592,21060.473613
938,2020,NV,COM,7.45,892.50247,11983.74,21060.473613
939,2020,NV,ALL,8.33,3186.54005,38233.89901,21060.473613
941,2020,NE,RES,10.8,1135.27121,10514.944,21060.473613
943,2020,NE,IND,7.38,853.74,11566.35302,21060.473613
944,2020,NE,COM,8.89,807.9876,9090.23901,21060.473613
945,2020,NE,ALL,8.97,2796.9988,31171.53602,21060.473613
947,2020,MT,RES,11.24,604.84371,5379.96501,21060.473613
949,2020,MT,IND,5.18,232.98529,4501.861,21060.473613
950,2020,MT,COM,10.51,494.42076,4702.35299,21060.473613
951,2020,MT,ALL,9.13,1332.24975,14584.179,21060.473613
952,2020,MO,TRA,7.84,1.6034,20.463,21060.473613
953,2020,MO,RES,11.22,3922.56163,34950.36999,21060.473613
955,2020,MO,IND,6.84,877.40199,12823.832,21060.473613
956,2020,MO,COM,8.93,2495.14112,27931.04698,21060.473613
957,2020,MO,ALL,9.64,7296.70814,75725.71197,21060.473613
959,2020,MS,RES,11.17,2010.535,17994.83299,21060.473613
961,2020,MS,IND,5.63,862.20208,15302.064,21060.473613
962,2020,MS,COM,10.38,1368.9485,13185.14299,21060.473613
963,2020,MS,ALL,9.13,4241.68558,46482.03998,21060.473613
964,2020,MN,TRA,9.4,1.9194,20.41,21060.473613
965,2020,MN,RES,13.17,3020.23598,22935.67203,21060.473613
967,2020,CT,RES,22.71,2948.78013,12981.839,21060.473613
969,2020,CT,IND,13.07,373.83617,2860.291,21060.473613
970,2020,CT,COM,16.58,1848.33621,11145.89599,21060.473613
971,2020,CT,ALL,19.13,5187.71996,27113.673,21060.473613
972,2020,CO,TRA,8.64,8.1264,94.079,21060.473613
973,2020,CO,RES,12.36,2531.3369,20482.50199,21060.473613
975,2020,CO,IND,7.48,1154.8965,15431.465,21060.473613
976,2020,CO,COM,10.29,2062.50786,20042.21799,21060.473613
977,2020,CO,ALL,10.27,5756.86766,56050.26399,21060.473613
978,2020,CA,TRA,10.07,60.68176,602.88,21060.473613
979,2020,NM,ALL,9.33,2312.89049,24777.15501,21060.473613
980,2020,NJ,TRA,9.19,24.83603,270.37,21060.473613
981,2020,NJ,RES,16.03,4756.75349,29676.857,21060.473613
983,2020,NJ,IND,10.01,674.04107,6735.377,21060.473613
984,2020,NJ,COM,12.35,4360.71641,35315.617,21060.473613
985,2020,NJ,ALL,13.63,9816.34699,71998.22099,21060.473613
987,2020,SC,ALL,9.9,7596.71973,76737.17599,21060.473613
988,2020,RI,TRA,22.23,3.90506,17.566,21060.473613
989,2020,RI,RES,22.01,692.83954,3148.021,21060.473613
991,2020,RI,IND,15.76,100.01333,634.692,21060.473613
992,2020,RI,COM,15.94,566.1684,3551.262,21060.473613
993,2020,RI,ALL,18.54,1362.92634,7351.541,21060.473613
994,2020,WA,RES,9.87,3639.3032,36858.798,21060.473613
996,2020,WA,IND,5.08,1140.24073,22442.18601,21060.473613
997,2020,WA,COM,8.92,2436.45158,27307.412,21060.473613
998,2020,WA,ALL,8.33,7225.70301,86706.144,21060.473613
999,2020,VA,TRA,8.77,14.4312,164.46,21060.473613
1000,2020,VA,RES,12.03,5542.94831,46088.846,21060.473613
1002,2020,VA,IND,6.28,1096.74805,17474.236,21060.473613
1003,2020,VA,COM,7.63,4085.68588,53526.846,21060.473613
1004,2020,VA,ALL,9.16,10739.81343,117254.388,21060.473613
1006,2020,VT,RES,19.54,421.3755,2157.001,21060.473613
1008,2020,VT,IND,11.2,153.29769,1368.719,21060.473613
1009,2020,VT,COM,16.39,295.91392,1805.738,21060.473613
1010,2020,VT,ALL,16.33,870.58711,5331.45801,21060.473613
1011,2020,UT,TRA,10.69,5.2628,49.213,21060.473613
1012,2020,UT,RES,10.44,1100.68229,10546.793,21060.473613
1014,2020,UT,IND,5.9,570.99058,9672.119,21060.473613
1015,2020,UT,COM,8.27,942.51596,11395.032,21060.473613
1016,2020,UT,ALL,8.27,2619.45164,31663.15699,21060.473613
1017,2020,TX,TRA,6.52,11.3144,173.662,21060.473613
1018,2020,TX,RES,11.71,18322.0112,156414.81901,21060.473613
1020,2020,TX,IND,5.07,6341.50551,125107.20898,21060.473613
1021,2020,TX,COM,7.6,11030.92573,145167.57699,21060.473613
1022,2020,TX,ALL,8.36,35705.75684,426863.26697,21060.473613
1024,2020,TN,RES,10.76,4420.2545,41084.91099,21060.473613
1026,2020,TN,IND,5.33,1089.9552,20438.788,21060.473613
1027,2020,TN,COM,10.56,3535.44199,33480.189,21060.473613
1028,2020,TN,ALL,9.52,9045.65168,95003.88798,21060.473613
1030,2020,SD,RES,11.75,595.50912,5070.024,21060.473613
1032,2020,SD,IND,7.79,228.2094,2929.34599,21060.473613
1033,2020,SD,COM,9.65,453.27551,4696.47501,21060.473613
1034,2020,SD,ALL,10.06,1276.99403,12695.84499,21060.473613
1036,2020,SC,RES,12.78,3940.88901,30826.01699,21060.473613
1038,2020,SC,IND,5.98,1499.264,25076.787,21060.473613
1039,2020,SC,COM,10.35,2156.56672,20834.372,21060.473613
1040,2020,MD,IND,7.81,264.1109,3381.895,21060.473613
1041,2020,MD,COM,9.72,2572.15095,26451.86401,21060.473613
1042,2020,MD,ALL,11.15,6425.62479,57629.04001,21060.473613
1044,2020,ME,RES,16.81,824.66503,4905.263,21060.473613
1046,2020,ME,IND,8.86,232.77003,2625.824,21060.473613
1047,2020,ME,COM,12.56,479.4137,3815.653,21060.473613
1048,2020,ME,ALL,13.54,1536.84876,11346.74,21060.473613
1049,2020,LA,TRA,8.77,0.948,10.814,21060.473613
1050,2020,LA,RES,9.67,2942.9887,30440.74601,21060.473613
1052,2020,LA,IND,4.88,1770.44529,36276.417,21060.473613
1053,2020,LA,COM,8.85,1982.59901,22398.708,21060.473613
1054,2020,LA,ALL,7.51,6696.981,89126.68501,21060.473613
1056,2020,KY,RES,10.87,2818.42472,25935.09601,21060.473613
1058,2020,KY,IND,5.31,1477.126,27803.946,21060.473613
